16916,66,0
62493,244,0
30198,117,29
53683,209,108
40185,156,0
28781,112,0
24462,95,23
48399,189,67
64815,253,75
18295,71,-35
12218,47,11
22760,88,0
57982,226,56
27966,109,27
54894,214,53
38929,152,0
32865,128,0
64243,250,-68
2315,9,66
64454,251,62
55041,215,0
18633,72,0
14557,56,0
61006,238,59
62615,244,37
7591,29,105
64747,252,58
6727,26,-111
32315,126,-114
60645,236,0
6308,24,0
45688,178,0
969,3,0
40891,159,-18
49294,192,48
41118,160,40
21395,83,-28
6091,23,-14
32541,127,0
17665,69,0
3784,14,0
28718,112,28
59240,231,0
40178,156,39
60086,234,58
42252,165,0
44770,174,43
22514,87,21
3067,11,-2
15757,61,0
31649,123,0
10842,42,10
43765,170,0
33405,130,0
44954,175,43
56657,221,0
5003,19,-30
50227,196,12
19358,75,18
36529,142,0
10392,40,0
58882,230,57
5129,20,0
58554,228,57
58584,228,0
27444,107,0
58982,230,57
51476,201,0
6796,26,0
21311,83,-49
30705,119,0
28964,113,0
41003,160,10
20259,79,-56
57857,226,0
63258,247,61
36374,142,35
692,2,0
43121,168,0
48128,188,0
34561,135,0
49213,192,0
36922,144,36
59162,231,57
50552,197,0
17866,69,17
18145,70,0
3884,15,0
54388,212,0
42932,167,0
46919,183,-47
58892,230,0
8620,33,0
38336,149,0
64357,251,0
23387,91,-42
42632,166,0
15913,62,0
15679,61,79
22501,87,0
37540,146,0
5527,21,101
63921,249,0
62716,244,0
32874,128,32
64390,251,62
63101,246,0
61802,241,60
19648,76,0
29031,113,89
44981,175,0
28092,109,0
9448,36,0
44744,174,0
61496,240,0
31453,122,0
60746,237,59
12199,47,-23
62255,243,-53
21793,85,0
26544,103,0
14964,58,0
41462,161,40
56089,219,0
52038,203,50
47982,187,46
59484,232,0
50924,198,0
6942,27,6
34998,136,34
27069,105,0
51926,202,50
60645,236,0
43181,168,0
10559,41,79
4664,18,0
28578,111,27
59516,232,0
38912,152,0
63562,248,62
64846,253,63
62938,245,61
27194,106,26
28804,112,0
61703,241,65
10998,42,10
6596,25,0
37721,147,0
43430,169,42
22692,88,0
62971,245,126
47125,184,0
52521,205,0
34646,135,33
32889,128,0
13055,50,-65
65416,255,0
62869,245,0
57314,223,55
12659,49,92
14052,54,0
32956,128,0
49273,192,0
50352,196,0
49737,194,0
15555,60,48
47475,185,92
15328,59,0
34621,135,0
51365,200,0
32820,128,0
48855,190,-75
12224,47,0
2035,7,-4
60539,236,30
14595,57,64
13853,54,0
24143,94,-109
15216,59,0
8113,31,0
22640,88,0
32978,128,32
39151,152,59
19520,76,0
58141,227,0
63959,249,117
53040,207,0
55842,218,54
585,2,0
51229,200,0
64181,250,0
54879,214,-105
28210,110,27
10268,40,0
15395,60,8
12884,50,0
2149,8,0
53483,208,58
59606,232,58
14981,58,0
36672,143,0
23197,90,0
36518,142,35
13361,52,0
19810,77,19
25955,101,88
62678,244,61
26021,101,0
29409,114,0
38111,148,55
58573,228,0
56840,222,0
41306,161,40
54426,212,53
3617,14,0
50652,197,0
41452,161,0
20241,79,0
31723,123,-6
53747,209,124
28550,111,27
23402,91,22
21205,82,0
56181,219,0
57470,224,56
39933,155,0
34964,136,0
24781,96,0
41747,163,-60
62564,244,0
58461,228,0
20858,81,20
49301,192,0
40572,158,0
23840,93,0
35278,137,34
62905,245,0
56650,221,55
11149,43,0
38920,152,0
23430,91,22
57592,224,0
3080,12,0
6677,26,0
50704,198,0
51883,202,-86
62799,245,83
20188,78,0
1245,4,0
12220,47,0
17602,68,17
28609,111,0
42694,166,41
29826,116,29
13827,54,-128
27336,106,0
53343,208,23
11533,45,0
41713,162,0
33890,132,33
4894,19,4
57599,224,63
3870,15,3
58622,228,57
29780,116,0
62553,244,0
2303,8,63
51915,202,-78
6251,24,26
38107,148,54
59325,231,0
61295,239,-37
26699,104,18
51188,199,0
59519,232,31
7345,28,0
20325,79,0
39633,154,0
1562,6,1
7580,29,0
8170,31,7
62256,243,0
35823,139,-5
27790,108,27
13191,51,-31
9772,38,0
7477,29,0
44455,173,105
59546,232,58
49347,192,48
36539,142,-82
12453,48,0
49640,193,0
28290,110,27
44817,175,0
8565,33,0
16399,64,3
41934,163,40
45457,177,0
33856,132,0
19498,76,19
17661,68,0
63829,249,0
42034,164,41
28928,113,0
30711,119,-3
8800,34,0
52335,204,27
38775,151,-35
52704,205,0
24380,95,0
19602,76,19
57998,226,56
2919,11,-39
8362,32,8
17884,69,0
45737,178,0
47894,187,46
59667,233,68
10385,40,0
52782,206,51
64416,251,0
40946,159,39
16778,65,16
27159,106,-123
24324,95,0
32450,126,31
9108,35,0
65305,255,0
19575,76,29
11117,43,0
65170,254,63
58013,226,0
61676,240,0
63510,248,62
17458,68,17
54675,213,100
1713,6,0
55105,215,0
65321,255,0
45278,176,44
26256,102,0
64198,250,62
29441,115,0
1928,7,0
39425,154,0
32000,125,0
28549,111,0
46295,180,53
22772,88,0
58228,227,0
63525,248,0
32602,127,31
46195,180,28
55849,218,0
46454,181,45
7487,29,79
33879,132,21
42004,164,0
8599,33,101
18641,72,0
49015,191,-35
26830,104,26
34754,135,33
14668,57,0
38362,149,37
38791,151,-31
4171,16,18
45975,179,-27
14623,57,71
62393,243,0
64658,252,63
10963,42,-76
9058,35,8
51031,199,-43
32425,126,0
45483,177,106
44611,174,-112
63664,248,0
54920,214,0
7663,29,123
56480,220,0
1489,5,0
28438,111,27
65449,255,0
12441,48,0
58530,228,57
63570,248,62
26251,102,-94
15972,62,0
35826,139,34
5491,21,92
54253,211,0
49655,193,125
5868,22,0
20163,78,-80
51079,199,-31
21398,83,20
32756,127,0
64196,250,0
43218,168,42
21583,84,19
25086,97,24
45515,177,114
12893,50,0
22914,89,22
58969,230,0
20094,78,19
13730,53,13
44059,172,6
28931,113,64
13533,52,0
33134,129,32
28483,111,-48
1220,4,0
38174,149,37
53502,208,52
43328,169,0
4970,19,4
8090,31,7
2661,10,0
53903,210,-93
11025,43,0
26627,104,0
18117,70,0
14505,56,0
61528,240,0
20423,79,-15
26962,105,26
36392,142,0
11365,44,0
50882,198,49
41668,162,0
30497,119,0
36216,141,0
5619,21,124
36983,144,29
59557,232,0
36663,143,-51
36436,142,0
37057,144,0
23585,92,0
58791,229,105
46666,182,45
64475,251,-10
21615,84,27
41090,160,40
1771,6,-70
47513,185,0
39338,153,38
1390,5,1
38772,151,0
58149,227,0
7196,28,0
9123,35,-24
7491,29,80
62616,244,0
15436,60,0
17491,68,20
53656,209,0
26449,103,0
34935,136,29
19864,77,0
51388,200,0
15155,59,-52
64775,253,65
47969,187,0
16315,63,-18
1342,5,1
51185,199,0
6043,23,-26
21398,83,20
3273,12,0
9370,36,9
35463,138,-95
28205,110,0
2351,9,75
28999,113,81
47699,186,-108
46870,183,45
22311,87,-55
22124,86,0
22427,87,-26
49344,192,0
23224,90,0
5514,21,5
20504,80,0
376,1,0
2014,7,1
38700,151,0
13098,51,12
62435,243,-8
48046,187,46
63464,247,0
12798,49,12
51178,199,49
8627,33,108
27083,105,114
47198,184,46
44021,171,0
32792,128,0
43996,171,0
41126,160,40
64244,250,0
37047,144,45
60281,235,0
52904,206,0
7768,30,0
55359,216,15
3230,12,3
44813,175,0
4116,16,0
65222,254,63
28083,109,108
60660,236,0
39,0,9
328,1,0
47868,186,0
13009,50,0
22378,87,21
39304,153,0
11171,43,-24
8079,31,-29
52879,206,-93
5123,20,0
4356,17,0
45745,178,0
32952,128,0
4657,18,0
24142,94,23
23319,91,-59
13607,53,73
46304,180,0
17677,69,0
59691,233,74
50967,199,-59
7817,30,0
8545,33,0
55297,216,0
52954,206,51
39720,155,0
18455,72,5
30349,118,0
63270,247,61
27156,106,0
20614,80,20
19372,75,0
48689,190,0
49386,192,48
50584,197,0
51936,202,0
34705,135,0
13653,53,0
50077,195,0
54518,212,53
41482,162,40
4169,16,0
36118,141,35
9584,37,0
18490,72,18
55420,216,0
5708,22,0
23506,91,22
15391,60,7
36368,142,0
38976,152,0
50406,196,49
49236,192,0
65035,254,-126
30120,117,0
62551,244,21
46809,182,0
21687,84,45
53839,210,-109
2098,8,2
12364,48,0
45366,177,44
50437,197,0
36675,143,-48
55382,216,54
11846,46,11
49127,191,-7
19900,77,0
20554,80,20
19219,75,-60
51483,201,70
58090,226,56
39074,152,38
16060,62,0
10447,40,51
54169,211,0
20634,80,20
57555,224,52
61210,239,59
269,1,0
33154,129,32
64487,251,-7
61223,239,-55
47292,184,0
21852,85,0
5281,20,0
45912,179,0
32532,127,0
63067,246,-106
41683,162,-76
20981,81,0
33881,132,0
41785,163,0
4580,17,0
41389,161,0
28572,111,0
782,3,0
30273,118,0
62267,243,-50
17922,70,17
63238,247,61
3308,12,0
26545,103,0
44395,173,90
39120,152,0
21706,84,21
7144,27,0
30244,118,0
3725,14,0
54632,213,0
30574,119,29
8473,33,0
12386,48,12
41114,160,40
57930,226,56
15341,59,0
15598,60,15
59922,234,58
18226,71,17
48162,188,47
41250,161,40
1512,5,0
2546,9,2
41682,162,40
322,1,0
880,3,0
20891,81,102
56604,221,0
40166,156,39
26791,104,41
44560,174,0
38698,151,37
64127,250,-97
15028,58,0
38669,151,0
45637,178,0
43151,168,35
9465,36,0
2498,9,2
13978,54,13
16326,63,15
51442,200,50
34845,136,0
63667,248,44
39370,153,38
55671,217,93
64496,251,0
7767,30,-107
6283,24,34
55884,218,0
61103,238,-85
10184,39,0
39543,154,-99
9555,37,84
13963,54,-94
58975,230,-105
19537,76,0
6101,23,0
41421,161,0
45502,177,44
29328,114,0
8149,31,0
25450,99,24
58944,230,0
50666,197,49
23084,90,0
36468,142,0
33645,131,0
25002,97,24
53715,209,116
60173,235,0
46354,181,45
4708,18,0
28208,110,0
58844,229,0
22173,86,0
8535,33,85
42261,165,0
29687,115,-3
37799,147,-23
22566,88,22
62520,244,0
4098,16,4
47999,187,-33
49660,193,0
37063,144,49
41856,163,0
5417,21,0
48856,190,0
10682,41,10
22370,87,21
63281,247,0
62452,243,0
50532,197,0
9022,35,8
59300,231,0
58660,229,0
56401,220,0
8518,33,8
63066,246,61
63250,247,61
48592,189,0
28771,112,24
37673,147,0
60776,237,0
56438,220,55
60424,236,0
39993,156,0
56004,218,0
59002,230,57
33982,132,33
25498,99,24
57047,222,-75
1401,5,0
15130,59,14
42960,167,0
61827,241,96
32442,126,31
64304,251,0
30273,118,0
38082,148,37
22404,87,0
3808,14,0
16883,65,124
23111,90,-111
62417,243,0
60364,235,0
4542,17,4
14829,57,0
44964,175,0
33924,132,0
2141,8,0
19245,75,0
47168,184,0
24048,93,0
1022,3,0
23075,90,-120
24888,97,0
49247,192,23
4900,19,0
22656,88,0
34117,133,0
55555,217,64
48947,191,-52
59533,232,0
21312,83,0
21415,83,-23
813,3,0
19419,75,-10
1999,7,-13
20155,78,-82
21521,84,0
13670,53,13
19289,75,0
58483,228,28
41318,161,40
16151,63,-59
13611,53,74
21514,84,21
13499,52,46
45583,178,-125
49013,191,0
64843,253,82
63485,247,0
38697,151,0
59188,231,0
24593,96,0
57641,225,0
36524,142,0
56980,222,0
36810,143,35
6096,23,0
11070,43,10
60124,234,0
37576,146,0
15096,58,0
45247,176,47
32783,128,3
58390,228,57
60873,237,0
23719,92,41
24385,95,0
22307,87,-56
17375,67,-9
15990,62,15
20526,80,20
25904,101,0
42224,164,0
9311,36,23
7862,30,7
3835,14,-66
30535,119,-47
65179,254,-90
57387,224,10
63579,248,22
4946,19,4
9037,35,0
61033,238,0
55543,216,61
50361,196,0
6480,25,0
14042,54,13
21531,84,6
39195,153,70
37511,146,-95
23696,92,0
27440,107,0
28201,110,0
23072,90,0
7814,30,7
6552,25,0
43637,170,0
35113,137,0
34890,136,34
61297,239,0
45633,178,0
61431,239,-3
46032,179,0
18774,73,18
62991,246,-125
28059,109,102
35229,137,0
51230,200,50
14405,56,0
52242,204,51
43153,168,0
2709,10,0
47963,187,-42
36943,144,19
54066,211,52
10054,39,9
43051,168,10
11525,45,0
17684,69,0
41681,162,0
27883,108,58
56909,222,0
45772,178,0
27496,107,0
46842,182,45
38734,151,37
28972,113,0
59684,233,0
11384,44,0
21018,82,20
2192,8,0
18384,71,0
13464,52,0
31018,121,30
62958,245,61
30611,119,-28
1913,7,0
18904,73,0
26773,104,0
55491,216,48
21899,85,98
64413,251,0
47134,184,46
23172,90,0
7262,28,7
12705,49,0
7522,29,7
58815,229,111
34916,136,0
3802,14,3
58008,226,0
1239,4,53
63947,249,114
381,1,0
60734,237,59
48769,190,0
41938,163,40
38025,148,0
55099,215,-50
56691,221,92
39530,154,38
59003,230,-98
6029,23,0
20920,81,0
8077,31,0
42633,166,0
17443,68,8
53570,209,52
22833,89,0
3782,14,3
47758,186,46
22136,86,0
22427,87,-26
23867,93,78
59968,234,0
62166,242,60
6972,27,0
63684,248,0
46388,181,0
41942,163,40
36524,142,0
9323,36,26
31114,121,30
22345,87,0
46463,181,95
54671,213,99
9214,35,8
7257,28,0
33150,129,32
41565,162,0
26214,102,25
3595,14,-126
17932,70,0
34660,135,0
51961,202,0
58634,229,57
57990,226,56
28848,112,0
49920,195,0
18351,71,-21
53669,209,0
33996,132,0
6741,26,0
64098,250,62
606,2,0
27383,106,-67
63140,246,0
32228,125,0
63437,247,0
29085,113,0
65080,254,0
38753,151,0
16041,62,0
9041,35,0
42090,164,41
46388,181,0
