16916,16916,0
62493,62493,0
30198,30198,29
53683,53683,108
40185,40185,0
28781,28781,0
24462,24462,23
48399,48399,67
64815,64815,75
18295,18295,-35
12218,12218,11
22760,22760,0
57982,57982,56
27966,27966,27
54894,54894,53
38929,38929,0
32865,32865,0
64243,64243,-68
2315,2315,66
64454,64454,62
55041,55041,0
18633,18633,0
14557,14557,0
61006,61006,59
62615,62615,37
7591,7591,105
64747,64747,58
6727,6727,-111
32315,32315,-114
60645,60645,0
6308,6308,0
45688,45688,0
969,969,0
40891,40891,-18
49294,49294,48
41118,41118,40
21395,21395,-28
6091,6091,-14
32541,32541,0
17665,17665,0
3784,3784,0
28718,28718,28
59240,59240,0
40178,40178,39
60086,60086,58
42252,42252,0
44770,44770,43
22514,22514,21
3067,3067,-2
15757,15757,0
31649,31649,0
10842,10842,10
43765,43765,0
33405,33405,0
44954,44954,43
56657,56657,0
5003,5003,-30
50227,50227,12
19358,19358,18
36529,36529,0
10392,10392,0
58882,58882,57
5129,5129,0
58554,58554,57
58584,58584,0
27444,27444,0
58982,58982,57
51476,51476,0
6796,6796,0
21311,21311,-49
30705,30705,0
28964,28964,0
41003,41003,10
20259,20259,-56
57857,57857,0
63258,63258,61
36374,36374,35
692,692,0
43121,43121,0
48128,48128,0
34561,34561,0
49213,49213,0
36922,36922,36
59162,59162,57
50552,50552,0
17866,17866,17
18145,18145,0
3884,3884,0
54388,54388,0
42932,42932,0
46919,46919,-47
58892,58892,0
8620,8620,0
38336,38336,0
64357,64357,0
23387,23387,-42
42632,42632,0
15913,15913,0
15679,15679,79
22501,22501,0
37540,37540,0
5527,5527,101
63921,63921,0
62716,62716,0
32874,32874,32
64390,64390,62
63101,63101,0
61802,61802,60
19648,19648,0
29031,29031,89
44981,44981,0
28092,28092,0
9448,9448,0
44744,44744,0
61496,61496,0
31453,31453,0
60746,60746,59
12199,12199,-23
62255,62255,-53
21793,21793,0
26544,26544,0
14964,14964,0
41462,41462,40
56089,56089,0
52038,52038,50
47982,47982,46
59484,59484,0
50924,50924,0
6942,6942,6
34998,34998,34
27069,27069,0
51926,51926,50
60645,60645,0
43181,43181,0
10559,10559,79
4664,4664,0
28578,28578,27
59516,59516,0
38912,38912,0
63562,63562,62
64846,64846,63
62938,62938,61
27194,27194,26
28804,28804,0
61703,61703,65
10998,10998,10
6596,6596,0
37721,37721,0
43430,43430,42
22692,22692,0
62971,62971,126
47125,47125,0
52521,52521,0
34646,34646,33
32889,32889,0
13055,13055,-65
65416,65416,0
62869,62869,0
57314,57314,55
12659,12659,92
14052,14052,0
32956,32956,0
49273,49273,0
50352,50352,0
49737,49737,0
15555,15555,48
47475,47475,92
15328,15328,0
34621,34621,0
51365,51365,0
32820,32820,0
48855,48855,-75
12224,12224,0
2035,2035,-4
60539,60539,30
14595,14595,64
13853,13853,0
24143,24143,-109
15216,15216,0
8113,8113,0
22640,22640,0
32978,32978,32
39151,39151,59
19520,19520,0
58141,58141,0
63959,63959,117
53040,53040,0
55842,55842,54
585,585,0
51229,51229,0
64181,64181,0
54879,54879,-105
28210,28210,27
10268,10268,0
15395,15395,8
12884,12884,0
2149,2149,0
53483,53483,58
59606,59606,58
14981,14981,0
36672,36672,0
23197,23197,0
36518,36518,35
13361,13361,0
19810,19810,19
25955,25955,88
62678,62678,61
26021,26021,0
29409,29409,0
38111,38111,55
58573,58573,0
56840,56840,0
41306,41306,40
54426,54426,53
3617,3617,0
50652,50652,0
41452,41452,0
20241,20241,0
31723,31723,-6
53747,53747,124
28550,28550,27
23402,23402,22
21205,21205,0
56181,56181,0
57470,57470,56
39933,39933,0
34964,34964,0
24781,24781,0
41747,41747,-60
62564,62564,0
58461,58461,0
20858,20858,20
49301,49301,0
40572,40572,0
23840,23840,0
35278,35278,34
62905,62905,0
56650,56650,55
11149,11149,0
38920,38920,0
23430,23430,22
57592,57592,0
3080,3080,0
6677,6677,0
50704,50704,0
51883,51883,-86
62799,62799,83
20188,20188,0
1245,1245,0
12220,12220,0
17602,17602,17
28609,28609,0
42694,42694,41
29826,29826,29
13827,13827,-128
27336,27336,0
53343,53343,23
11533,11533,0
41713,41713,0
33890,33890,33
4894,4894,4
57599,57599,63
3870,3870,3
58622,58622,57
29780,29780,0
62553,62553,0
2303,2303,63
51915,51915,-78
